Tracking_ID,HG19en82 Chromosome,HG19en82 Gene Start (bp),HG19en82 Gene End (bp),HG19en82 Gene Length,HG19en82 Strand,HG19en82 % GC Content,HG19en82 Cytoband,HG19en82 Gene Biotype,HG19en82 Gene Name,HG19en82 Description
ENSG00000196923,chr5,176910395,176924607,4407,-,60.73,q35.3,protein_coding,PDLIM7,PDZ and LIM domain 7 (enigma) [Source:HGNC Symbol;Acc:22958]
ENSG00000164576,chr5,153825517,153840614,6755,+,45.76,q33.2,protein_coding,SAP30L,SAP30-like [Source:HGNC Symbol;Acc:25663]
ENSG00000143537,chr1,155023042,155035252,6585,+,58.25,q22,protein_coding,ADAM15,ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:193]
ENSG00000112773,chr6,82201156,82462491,6053,-,36.03,q14.1,protein_coding,FAM46A,"family with sequence similarity 46, member A [Source:HGNC Symbol;Acc:18345]"
ENSG00000070367,chr14,57670518,57735726,9269,-,36.0,q22.3,protein_coding,EXOC5,exocyst complex component 5 [Source:HGNC Symbol;Acc:10696]
ENSG00000145777,chr5,110405760,110413722,4282,+,43.11,q22.1,protein_coding,TSLP,thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:30743]
ENSG00000140403,chr15,78556428,78574538,6591,+,47.08,q25.1,protein_coding,DNAJA4,"DnaJ (Hsp40) homolog, subfamily A, member 4 [Source:HGNC Symbol;Acc:14885]"
ENSG00000138111,chr10,104221149,104236802,3821,+,53.45,q24.32,protein_coding,TMEM180,transmembrane protein 180 [Source:HGNC Symbol;Acc:26196]
ENSG00000140522,chr15,89753100,89764982,1985,-,49.07,q26.1,protein_coding,RLBP1,retinaldehyde binding protein 1 [Source:HGNC Symbol;Acc:10024]
ENSG00000011275,chr7,5659678,5821370,7619,-,45.52,p22.1,protein_coding,RNF216,ring finger protein 216 [Source:HGNC Symbol;Acc:21698]
ENSG00000250510,chr12,6930711,6939136,3295,+,61.63,p13.31,protein_coding,GPR162,G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:16693]
ENSG00000177363,chr11,62453874,62457371,2585,-,53.74,q12.3,protein_coding,LRRN4CL,LRRN4 C-terminal like [Source:HGNC Symbol;Acc:33724]
ENSG00000162976,chr2,11295324,11319000,2275,+,50.03,p25.1,protein_coding,PQLC3,PQ loop repeat containing 3 [Source:HGNC Symbol;Acc:28503]
ENSG00000243649,chr6,31895475,31919861,6622,+,52.0,p21.33,protein_coding,CFB,complement factor B [Source:HGNC Symbol;Acc:1037]
ENSG00000167130,chr9,131843379,131852717,2249,+,57.76,q34.11,protein_coding,DOLPP1,dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:29565]
ENSG00000149582,chr11,118401756,118417995,5529,+,49.48,q23.3,protein_coding,TMEM25,transmembrane protein 25 [Source:HGNC Symbol;Acc:25890]
ENSG00000122705,chr9,36190853,36304778,2515,+,44.48,p13.3,protein_coding,CLTA,"clathrin, light chain A [Source:HGNC Symbol;Acc:2090]"
ENSG00000175262,chr1,11006528,11042094,3573,-,52.15,p36.22,protein_coding,C1orf127,chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:26730]
ENSG00000109089,chr17,72983727,73001895,3536,+,53.8,q25.1,protein_coding,CDR2L,cerebellar degeneration-related protein 2-like [Source:HGNC Symbol;Acc:29999]
ENSG00000197912,chr16,89557325,89624176,10035,+,52.29,q24.3,protein_coding,SPG7,spastic paraplegia 7 (pure and complicated autosomal recessive) [Source:HGNC Symbol;Acc:11237]
ENSG00000186063,chr1,222841355,222886552,4517,-,38.46,q41,protein_coding,AIDA,"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:25761]"
ENSG00000181036,chr1,159770301,159786041,2671,+,47.58,q23.2,protein_coding,FCRL6,Fc receptor-like 6 [Source:HGNC Symbol;Acc:31910]
ENSG00000172878,chr2,172864490,172947158,4850,+,40.09,q31.1,protein_coding,METAP1D,methionyl aminopeptidase type 1D (mitochondrial) [Source:HGNC Symbol;Acc:32583]
ENSG00000185475,chr11,62554887,62557877,1496,+,52.76,q12.3,protein_coding,TMEM179B,transmembrane protein 179B [Source:HGNC Symbol;Acc:33744]
ENSG00000082074,chr5,39105338,39274630,6100,-,37.97,p13.1,protein_coding,FYB,FYN binding protein [Source:HGNC Symbol;Acc:4036]
ENSG00000148926,chr11,10326227,10328944,2718,+,60.01,p15.4,protein_coding,ADM,adrenomedullin [Source:HGNC Symbol;Acc:259]
ENSG00000116132,chr1,170631869,170708560,8246,+,39.17,q24.2,protein_coding,PRRX1,paired related homeobox 1 [Source:HGNC Symbol;Acc:9142]
ENSG00000119541,chr18,61056423,61089716,4315,-,39.19,q21.33,protein_coding,VPS4B,vacuolar protein sorting 4 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:10895]
ENSG00000109771,chr4,186285032,186317053,7361,-,40.79,q35.1,protein_coding,LRP2BP,LRP2 binding protein [Source:HGNC Symbol;Acc:25434]
ENSG00000188312,chr9,95087766,95382815,9788,+,40.03,q22.31,protein_coding,CENPP,centromere protein P [Source:HGNC Symbol;Acc:32933]
ENSG00000074935,chr6,112391980,112408732,6973,-,34.64,q21,protein_coding,TUBE1,"tubulin, epsilon 1 [Source:HGNC Symbol;Acc:20775]"
ENSG00000206077,chr5,710475,767067,3789,-,49.17,p15.33,protein_coding,ZDHHC11B,"zinc finger, DHHC-type containing 11B [Source:HGNC Symbol;Acc:32962]"
ENSG00000138385,chr2,170648443,170668574,5113,+,39.88,q31.1,protein_coding,SSB,Sjogren syndrome antigen B (autoantigen La) [Source:HGNC Symbol;Acc:11316]
ENSG00000152465,chr10,15144583,15210692,5058,-,43.09,p13,protein_coding,NMT2,N-myristoyltransferase 2 [Source:HGNC Symbol;Acc:7858]
ENSG00000203747,chr1,161511549,161600917,2977,-,44.3,q23.3,protein_coding,FCGR3A,"Fc fragment of IgG, low affinity IIIa, receptor (CD16a) [Source:HGNC Symbol;Acc:3619]"
ENSG00000205177,chr11,33719807,33722347,891,-,53.99,p13,protein_coding,C11orf91,chromosome 11 open reading frame 91 [Source:HGNC Symbol;Acc:34444]
ENSG00000028116,chr2,58134786,58387055,3557,+,35.24,p16.1,protein_coding,VRK2,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719]
ENSG00000215883,chr1,54638009,54665709,6244,-,48.94,p32.3,protein_coding,CYB5RL,cytochrome b5 reductase-like [Source:HGNC Symbol;Acc:32220]
ENSG00000238083,chr17,44588877,44633016,6756,+,42.64,q21.31,protein_coding,LRRC37A2,"leucine rich repeat containing 37, member A2 [Source:HGNC Symbol;Acc:32404]"
ENSG00000139977,chr14,57857262,57882635,7653,+,37.28,q22.3,protein_coding,NAA30,"N(alpha)-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:19844]"
ENSG00000197465,chr4,144792020,144826716,2004,-,37.75,q31.21,protein_coding,GYPE,glycophorin E (MNS blood group) [Source:HGNC Symbol;Acc:4705]
ENSG00000168509,chr1,145413095,145417545,2329,+,49.05,q21.1,protein_coding,HFE2,hemochromatosis type 2 (juvenile) [Source:HGNC Symbol;Acc:4887]
ENSG00000134198,chr1,115590632,115632121,3410,-,43.44,p13.2,protein_coding,TSPAN2,tetraspanin 2 [Source:HGNC Symbol;Acc:20659]
ENSG00000143437,chr1,150782181,150849244,6516,-,41.21,q21.3,protein_coding,ARNT,aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:700]
ENSG00000149054,chr11,6947635,7005863,4025,+,37.16,p15.4,protein_coding,ZNF215,zinc finger protein 215 [Source:HGNC Symbol;Acc:13007]
ENSG00000079459,chr8,11653082,11696818,5202,+,44.36,p23.1,protein_coding,FDFT1,farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:3629]
ENSG00000196586,chr6,76458909,76629254,8785,+,37.66,q14.1,protein_coding,MYO6,myosin VI [Source:HGNC Symbol;Acc:7605]
ENSG00000128918,chr15,58245622,58790065,8622,-,41.16,q21.3,protein_coding,ALDH1A2,"aldehyde dehydrogenase 1 family, member A2 [Source:HGNC Symbol;Acc:15472]"
ENSG00000107745,chr10,74127098,74385899,4254,-,40.16,q22.1,protein_coding,MICU1,mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:1530]
ENSG00000099957,chr22,21364097,21383119,4730,+,56.26,q11.21,protein_coding,P2RX6,"purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]"
ENSG00000158220,chr3,138153428,138200528,9816,+,48.84,q22.3,protein_coding,ESYT3,extended synaptotagmin-like protein 3 [Source:HGNC Symbol;Acc:24295]
ENSG00000205060,chr7,133974084,134001803,7109,-,40.49,q33,protein_coding,SLC35B4,"solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4 [Source:HGNC Symbol;Acc:20584]"
ENSG00000130830,chrX,154006959,154049282,5396,-,41.68,q28,protein_coding,MPP1,"membrane protein, palmitoylated 1, 55kDa [Source:HGNC Symbol;Acc:7219]"
ENSG00000111271,chr12,112123857,112194903,8926,+,47.12,q24.12,protein_coding,ACAD10,"acyl-CoA dehydrogenase family, member 10 [Source:HGNC Symbol;Acc:21597]"
ENSG00000000419,chr20,49551404,49575092,1207,-,39.85,q13.13,protein_coding,DPM1,"dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit [Source:HGNC Symbol;Acc:3005]"
ENSG00000149639,chr20,35405845,35492089,15128,-,51.57,q11.23,protein_coding,SOGA1,"suppressor of glucose, autophagy associated 1 [Source:HGNC Symbol;Acc:16111]"
ENSG00000186818,chr19,55155340,55181810,6475,+,47.12,q13.42,protein_coding,LILRB4,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4 [Source:HGNC Symbol;Acc:6608]"
ENSG00000133315,chr11,63766030,63933578,2089,-,58.06,q13.1,protein_coding,MACROD1,MACRO domain containing 1 [Source:HGNC Symbol;Acc:29598]
ENSG00000111727,chr12,104458235,104498639,5110,+,37.53,q23.3,protein_coding,HCFC2,host cell factor C2 [Source:HGNC Symbol;Acc:24972]
ENSG00000059122,chr16,2961938,3001209,8413,+,52.33,p13.3,protein_coding,FLYWCH1,FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:25404]
ENSG00000180104,chr5,443273,472052,8182,+,51.24,p15.33,protein_coding,EXOC3,exocyst complex component 3 [Source:HGNC Symbol;Acc:30378]
ENSG00000115128,chr2,24290454,24299313,1197,-,43.19,p23.3,protein_coding,SF3B14,Pre-mRNA branch site protein p14  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y3B4]
ENSG00000120215,chr9,5890802,5910606,3083,+,41.47,p24.1,protein_coding,MLANA,melan-A [Source:HGNC Symbol;Acc:7124]
ENSG00000156453,chr5,141232938,141258811,5641,-,54.91,q31.3,protein_coding,PCDH1,protocadherin 1 [Source:HGNC Symbol;Acc:8655]
ENSG00000162062,chr16,2510081,2514964,2854,+,62.04,p13.3,protein_coding,C16orf59,chromosome 16 open reading frame 59 [Source:HGNC Symbol;Acc:25849]
ENSG00000164855,chr7,1581871,1600457,7805,-,62.84,p22.3,protein_coding,TMEM184A,transmembrane protein 184A [Source:HGNC Symbol;Acc:28797]
ENSG00000142507,chr17,4699439,4701790,1420,+,52.81,p13.2,protein_coding,PSMB6,"proteasome (prosome, macropain) subunit, beta type, 6 [Source:HGNC Symbol;Acc:9543]"
ENSG00000206503,chr6,29909037,29913661,2710,+,55.18,p22.1,protein_coding,HLA-A,"major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:4931]"
ENSG00000106304,chr7,123565286,123611468,3031,+,36.42,q31.32,protein_coding,SPAM1,"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) [Source:HGNC Symbol;Acc:11217]"
ENSG00000159461,chr16,56395364,56459450,5758,-,42.2,q12.2,protein_coding,AMFR,"autocrine motility factor receptor, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:463]"
ENSG00000162545,chr1,20808884,20812713,2615,-,57.6,p36.12,protein_coding,CAMK2N1,calcium/calmodulin-dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:24190]
ENSG00000116675,chr1,65713902,65881552,6907,+,40.01,p31.3,protein_coding,DNAJC6,"DnaJ (Hsp40) homolog, subfamily C, member 6 [Source:HGNC Symbol;Acc:15469]"
ENSG00000117523,chr1,171454651,171562650,14192,+,38.3,q24.3,protein_coding,PRRC2C,proline-rich coiled-coil 2C [Source:HGNC Symbol;Acc:24903]
ENSG00000167770,chr11,63753325,63769283,5331,+,59.12,q13.1,protein_coding,OTUB1,"OTU domain, ubiquitin aldehyde binding 1 [Source:HGNC Symbol;Acc:23077]"
ENSG00000054611,chr22,47158518,47571336,5305,+,49.4,q13.31,protein_coding,TBC1D22A,"TBC1 domain family, member 22A [Source:HGNC Symbol;Acc:1309]"
ENSG00000007545,chr16,1662326,1727909,8427,+,53.11,p13.3,protein_coding,CRAMP1L,"Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:14122]"
ENSG00000153832,chr2,230787018,230877825,3945,+,43.78,q36.3,protein_coding,FBXO36,F-box protein 36 [Source:HGNC Symbol;Acc:27020]
ENSG00000185924,chr17,1837971,1928639,3625,-,54.35,p13.3,protein_coding,RTN4RL1,reticulon 4 receptor-like 1 [Source:HGNC Symbol;Acc:21329]
ENSG00000139946,chr14,56584532,56768244,6278,+,39.91,q22.3,protein_coding,PELI2,pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:8828]
ENSG00000107443,chr10,97803151,97820627,4148,+,39.76,q24.1,protein_coding,CCNJ,cyclin J [Source:HGNC Symbol;Acc:23434]
ENSG00000149489,chr11,62379194,62382592,2495,+,63.4,q12.3,protein_coding,ROM1,retinal outer segment membrane protein 1 [Source:HGNC Symbol;Acc:10254]
ENSG00000134851,chr4,56262124,56319564,7045,+,38.82,q12,protein_coding,TMEM165,transmembrane protein 165 [Source:HGNC Symbol;Acc:30760]
ENSG00000159176,chr1,201452658,201478584,10318,-,50.68,q32.1,protein_coding,CSRP1,cysteine and glycine-rich protein 1 [Source:HGNC Symbol;Acc:2469]
ENSG00000125885,chr20,5931298,5975852,3920,+,39.19,p12.3,protein_coding,MCM8,minichromosome maintenance complex component 8 [Source:HGNC Symbol;Acc:16147]
ENSG00000196182,chr1,36805225,36851497,5590,-,52.28,p34.3,protein_coding,STK40,serine/threonine kinase 40 [Source:HGNC Symbol;Acc:21373]
ENSG00000163995,chr4,7967039,8160559,6048,-,53.99,p16.1,protein_coding,ABLIM2,"actin binding LIM protein family, member 2 [Source:HGNC Symbol;Acc:19195]"
ENSG00000123064,chr12,113594979,113623284,5064,-,54.08,q24.13,protein_coding,DDX54,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 [Source:HGNC Symbol;Acc:20084]
ENSG00000077235,chr16,27470876,27561234,11562,-,49.42,p12.1,protein_coding,GTF3C1,"general transcription factor IIIC, polypeptide 1, alpha 220kDa [Source:HGNC Symbol;Acc:4664]"
ENSG00000126602,chr16,3701640,3767598,5227,-,50.88,p13.3,protein_coding,TRAP1,TNF receptor-associated protein 1 [Source:HGNC Symbol;Acc:16264]
ENSG00000100578,chr14,58894103,59015216,7393,+,36.97,q23.1,protein_coding,KIAA0586,KIAA0586 [Source:HGNC Symbol;Acc:19960]
ENSG00000174059,chr1,208057594,208084747,3949,-,46.06,q32.2,protein_coding,CD34,CD34 molecule [Source:HGNC Symbol;Acc:1662]
ENSG00000113597,chr5,64920543,64962060,7049,+,36.8,q12.3,protein_coding,TRAPPC13,trafficking protein particle complex 13 [Source:HGNC Symbol;Acc:25828]
ENSG00000109079,chr17,26662628,26674035,3889,+,52.61,q11.2,protein_coding,TNFAIP1,"tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:HGNC Symbol;Acc:11894]"
ENSG00000126353,chr17,38710021,38721724,2508,-,53.29,q21.2,protein_coding,CCR7,chemokine (C-C motif) receptor 7 [Source:HGNC Symbol;Acc:1608]
ENSG00000105829,chr7,93592074,93633694,5247,-,35.67,q21.3,protein_coding,BET1,Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:14562]
ENSG00000131171,chrX,80457442,80554046,2304,+,37.49,q21.1,protein_coding,SH3BGRL,SH3 domain binding glutamic acid-rich protein like [Source:HGNC Symbol;Acc:10823]
ENSG00000087077,chr7,100464760,100471076,2802,+,56.45,q22.1,protein_coding,TRIP6,thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:12311]
ENSG00000143942,chr2,53994929,54002333,1321,+,39.11,p16.2,protein_coding,CHAC2,"ChaC, cation transport regulator homolog 2 (E. coli) [Source:HGNC Symbol;Acc:32363]"
ENSG00000086827,chr11,113603909,113644533,2992,-,39.15,q23.2,protein_coding,ZW10,zw10 kinetochore protein [Source:HGNC Symbol;Acc:13194]
ENSG00000142515,chr19,51358171,51364020,4639,+,55.68,q13.33,protein_coding,KLK3,kallikrein-related peptidase 3 [Source:HGNC Symbol;Acc:6364]
ENSG00000111911,chr6,126277927,126301387,3311,+,38.09,q22.32,protein_coding,HINT3,histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:18468]
ENSG00000273173,chr15,25200133,25223729,1689,+,40.91,q11.2,protein_coding,SNURF,SNRPN upstream reading frame protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y675]
ENSG00000143341,chr1,185703683,186160085,18583,+,35.97,q25.3,protein_coding,HMCN1,hemicentin 1 [Source:HGNC Symbol;Acc:19194]
ENSG00000205038,chr8,110374706,110542559,13728,+,35.43,q23.1,protein_coding,PKHD1L1,polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1 [Source:HGNC Symbol;Acc:20313]
ENSG00000128591,chr7,128470431,128499328,9280,+,60.86,q32.1,protein_coding,FLNC,"filamin C, gamma [Source:HGNC Symbol;Acc:3756]"
ENSG00000111196,chr12,10758612,10766222,3033,-,36.57,p13.2,protein_coding,MAGOHB,mago-nashi homolog B (Drosophila) [Source:HGNC Symbol;Acc:25504]
ENSG00000166326,chr11,35684353,35829775,3295,+,39.9,p13,protein_coding,TRIM44,tripartite motif containing 44 [Source:HGNC Symbol;Acc:19016]
ENSG00000242950,chr7,92097694,92107300,6130,-,46.75,q21.2,protein_coding,ERVW-1,"endogenous retrovirus group W, member 1 [Source:HGNC Symbol;Acc:13525]"
ENSG00000163870,chr3,127291912,127317094,3596,-,55.15,q21.3,protein_coding,TPRA1,"transmembrane protein, adipocyte asscociated 1 [Source:HGNC Symbol;Acc:30413]"
ENSG00000120805,chr12,101786898,101801598,4979,-,39.51,q23.2,protein_coding,ARL1,ADP-ribosylation factor-like 1 [Source:HGNC Symbol;Acc:692]
ENSG00000101363,chr20,35918041,35945663,2045,+,47.37,q11.23,protein_coding,MANBAL,"mannosidase, beta A, lysosomal-like [Source:HGNC Symbol;Acc:15799]"
ENSG00000213337,chr2,97502348,97523832,5330,-,51.61,q11.2,protein_coding,ANKRD39,ankyrin repeat domain 39 [Source:HGNC Symbol;Acc:28640]
ENSG00000112695,chr6,75947391,75960039,1922,-,40.34,q14.1,protein_coding,COX7A2,cytochrome c oxidase subunit VIIa polypeptide 2 (liver) [Source:HGNC Symbol;Acc:2288]
ENSG00000142330,chr2,241526133,241557122,7474,+,54.59,q37.3,protein_coding,CAPN10,calpain 10 [Source:HGNC Symbol;Acc:1477]
ENSG00000164989,chr9,15552895,16061661,15223,+,37.42,p22.3,protein_coding,CCDC171,coiled-coil domain containing 171 [Source:HGNC Symbol;Acc:29828]
ENSG00000005889,chrX,24167290,24234372,9037,+,40.77,p22.11,protein_coding,ZFX,"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:12869]"
ENSG00000158458,chr5,139226364,139422884,4544,-,46.42,q31.2,protein_coding,NRG2,neuregulin 2 [Source:HGNC Symbol;Acc:7998]
ENSG00000102984,chr16,71893583,71929239,3402,-,45.9,q22.2,protein_coding,ZNF821,zinc finger protein 821 [Source:HGNC Symbol;Acc:28043]
ENSG00000215193,chr22,18560689,18613905,20042,+,48.64,q11.21,protein_coding,PEX26,peroxisomal biogenesis factor 26 [Source:HGNC Symbol;Acc:22965]
ENSG00000131446,chr5,180217541,180242652,5817,-,50.68,q35.3,protein_coding,MGAT1,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:7044]"
ENSG00000186376,chrX,134382867,134478012,6819,-,41.67,q26.3,protein_coding,ZNF75D,zinc finger protein 75D [Source:HGNC Symbol;Acc:13145]
ENSG00000145050,chr3,51422478,51426828,2111,+,52.08,p21.2,protein_coding,MANF,mesencephalic astrocyte-derived neurotrophic factor [Source:HGNC Symbol;Acc:15461]
ENSG00000258484,chr15,69110560,69239150,1588,+,40.65,q23,protein_coding,SPESP1,sperm equatorial segment protein 1 [Source:HGNC Symbol;Acc:15570]
ENSG00000057657,chr6,106534195,106557814,6369,+,41.29,q21,protein_coding,PRDM1,"PR domain containing 1, with ZNF domain [Source:HGNC Symbol;Acc:9346]"
ENSG00000183918,chrX,123480194,123507005,2450,+,35.67,q25,protein_coding,SH2D1A,SH2 domain containing 1A [Source:HGNC Symbol;Acc:10820]
ENSG00000128585,chr7,130794855,131181395,12878,+,39.28,q32.3,protein_coding,MKLN1,"muskelin 1, intracellular mediator containing kelch motifs [Source:HGNC Symbol;Acc:7109]"
ENSG00000178467,chr3,49027319,49044587,7641,+,54.55,p21.31,protein_coding,P4HTM,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum) [Source:HGNC Symbol;Acc:28858]"
ENSG00000120802,chr12,98909290,98944157,8593,+,39.75,q23.1,protein_coding,TMPO,thymopoietin [Source:HGNC Symbol;Acc:11875]
ENSG00000141232,chr17,48939584,48945339,2521,-,50.17,q21.33,protein_coding,TOB1,"transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:11979]"
ENSG00000203546,chr14,31803518,31926647,4422,-,38.95,q12,protein_coding,RP11-176H8.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F8W1H4]
ENSG00000185532,chr10,52750945,54058110,7674,+,36.5,q11.23,protein_coding,PRKG1,"protein kinase, cGMP-dependent, type I [Source:HGNC Symbol;Acc:9414]"
ENSG00000054267,chr1,235294949,235491534,11073,-,39.95,q42.3,protein_coding,ARID4B,AT rich interactive domain 4B (RBP1-like) [Source:HGNC Symbol;Acc:15550]
ENSG00000054356,chr2,220154345,220174370,8261,-,53.59,q35,protein_coding,PTPRN,"protein tyrosine phosphatase, receptor type, N [Source:HGNC Symbol;Acc:9676]"
ENSG00000184811,chr17,1182957,1204281,3596,+,55.91,p13.3,protein_coding,TUSC5,tumor suppressor candidate 5 [Source:HGNC Symbol;Acc:29592]
ENSG00000176563,chr17,40950810,40963605,3378,+,44.57,q21.31,protein_coding,CNTD1,cyclin N-terminal domain containing 1 [Source:HGNC Symbol;Acc:26847]
ENSG00000089063,chr20,5080486,5093749,2038,-,43.08,p13,protein_coding,TMEM230,transmembrane protein 230 [Source:HGNC Symbol;Acc:15876]
ENSG00000133703,chr12,25357723,25403870,7302,-,36.37,p12.1,protein_coding,KRAS,Kirsten rat sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:6407]
ENSG00000267206,chr9,139638463,139642980,1681,-,64.85,q34.3,protein_coding,LCN6,lipocalin 6 [Source:HGNC Symbol;Acc:17337]
ENSG00000109103,chr17,26873725,26879686,5128,-,57.56,q11.2,protein_coding,UNC119,unc-119 homolog (C. elegans) [Source:HGNC Symbol;Acc:12565]
ENSG00000038219,chr4,13570362,13629347,15860,-,38.88,p15.33,protein_coding,BOD1L1,biorientation of chromosomes in cell division 1-like 1 [Source:HGNC Symbol;Acc:31792]
ENSG00000129925,chr16,420773,437113,4447,-,61.61,p13.3,protein_coding,TMEM8A,transmembrane protein 8A [Source:HGNC Symbol;Acc:17205]
ENSG00000003400,chr2,202047604,202094129,7598,+,42.31,q33.1,protein_coding,CASP10,"caspase 10, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1500]"
ENSG00000114541,chr3,69219141,69591734,10016,-,41.42,p14.1,protein_coding,FRMD4B,FERM domain containing 4B [Source:HGNC Symbol;Acc:24886]
ENSG00000089775,chr14,64915824,64971931,12229,-,42.25,q23.3,protein_coding,ZBTB25,zinc finger and BTB domain containing 25 [Source:HGNC Symbol;Acc:13112]
ENSG00000173714,chr17,48912011,48919709,3971,+,57.81,q21.33,protein_coding,WFIKKN2,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:30916]"
ENSG00000178449,chr12,50505762,50514240,1073,+,49.49,q13.12,protein_coding,COX14,cytochrome c oxidase assembly homolog 14 (S. cerevisiae) [Source:HGNC Symbol;Acc:28216]
ENSG00000073712,chr14,53323986,53419153,8510,-,39.3,q22.1,protein_coding,FERMT2,fermitin family member 2 [Source:HGNC Symbol;Acc:15767]
ENSG00000121900,chr1,33360195,33367039,1417,-,57.33,p35.1,protein_coding,TMEM54,transmembrane protein 54 [Source:HGNC Symbol;Acc:24143]
ENSG00000131408,chr19,50832910,50886239,3753,+,51.27,q13.33,protein_coding,NR1H2,"nuclear receptor subfamily 1, group H, member 2 [Source:HGNC Symbol;Acc:7965]"
ENSG00000112852,chr5,140474227,140476962,2736,+,54.82,q31.3,protein_coding,PCDHB2,protocadherin beta 2 [Source:HGNC Symbol;Acc:8687]
ENSG00000127452,chr19,9920943,9938492,2913,-,50.56,p13.2,protein_coding,FBXL12,F-box and leucine-rich repeat protein 12 [Source:HGNC Symbol;Acc:13611]
ENSG00000157107,chr5,72251808,72386349,6143,+,37.04,q13.2,protein_coding,FCHO2,FCH domain only 2 [Source:HGNC Symbol;Acc:25180]
ENSG00000226763,chr19,44100769,44118649,2698,+,50.64,q13.31,protein_coding,SRRM5,serine/arginine repetitive matrix 5 [Source:HGNC Symbol;Acc:37248]
ENSG00000166793,chr11,57412560,57417417,4460,-,55.21,q12.1,protein_coding,YPEL4,yippee-like 4 (Drosophila) [Source:HGNC Symbol;Acc:18328]
ENSG00000144644,chr3,30767692,30936257,7330,-,37.97,p23,protein_coding,GADL1,glutamate decarboxylase-like 1 [Source:HGNC Symbol;Acc:27949]
ENSG00000082196,chr5,34019553,34043937,3576,-,40.08,p13.2,protein_coding,C1QTNF3,C1q and tumor necrosis factor related protein 3 [Source:HGNC Symbol;Acc:14326]
ENSG00000182324,chr19,48958766,48969367,3470,+,52.43,q13.33,protein_coding,KCNJ14,"potassium inwardly-rectifying channel, subfamily J, member 14 [Source:HGNC Symbol;Acc:6260]"
ENSG00000070756,chr8,101698044,101735037,4752,-,40.75,q22.3,protein_coding,PABPC1,"poly(A) binding protein, cytoplasmic 1 [Source:HGNC Symbol;Acc:8554]"
ENSG00000268182,chr19,57154513,57167134,1076,+,46.61,q13.43,protein_coding,SMIM17,small integral membrane protein 17 [Source:HGNC Symbol;Acc:27114]
ENSG00000123297,chr12,58176372,58201854,3176,+,44.22,q14.1,protein_coding,TSFM,"Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:12367]"
ENSG00000163006,chr2,109403213,109501933,5796,+,37.69,q12.3,protein_coding,CCDC138,coiled-coil domain containing 138 [Source:HGNC Symbol;Acc:26531]
ENSG00000141391,chr18,12407895,12432237,2643,+,50.59,p11.21,protein_coding,SLMO1,slowmo homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:24639]
ENSG00000100271,chr22,43435522,43485434,1877,-,51.27,q13.2,protein_coding,TTLL1,"tubulin tyrosine ligase-like family, member 1 [Source:HGNC Symbol;Acc:1312]"
